zone_id,all,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
94,18.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0
95,132.0,6.0,3.0,2.0,4.0,10.0,2.0,1.0,4.0,5.0,4.0,4.0,6.0,8.0,8.0,2.0,12.0,4.0,6.0,5.0,4.0,8.0,8.0,8.0,8.0
96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
97,210.0,17.0,10.0,14.0,8.0,3.0,2.0,1.0,2.0,1.0,3.0,9.0,6.0,10.0,5.0,11.0,10.0,10.0,14.0,7.0,11.0,9.0,12.0,17.0,18.0
98,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2140.0,80.0,47.0,42.0,15.0,26.0,21.0,50.0,42.0,35.0,56.0,49.0,38.0,36.0,58.0,58.0,90.0,173.0,224.0,208.0,201.0,166.0,164.0,175.0,86.0
101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,50.0,7.0,5.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,0.0,6.0,3.0,0.0
107,3085.0,120.0,112.0,74.0,55.0,34.0,24.0,36.0,42.0,67.0,74.0,100.0,155.0,189.0,150.0,160.0,197.0,167.0,160.0,160.0,171.0,242.0,251.0,206.0,139.0
108,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,267.0,22.0,29.0,11.0,15.0,14.0,3.0,1.0,0.0,1.0,3.0,3.0,11.0,10.0,8.0,11.0,13.0,13.0,5.0,16.0,9.0,16.0,11.0,16.0,26.0
113,1884.0,92.0,42.0,36.0,26.0,12.0,3.0,16.0,15.0,35.0,76.0,69.0,96.0,109.0,94.0,148.0,142.0,105.0,119.0,114.0,120.0,137.0,118.0,106.0,54.0
114,1293.0,76.0,58.0,60.0,36.0,19.0,8.0,11.0,12.0,14.0,43.0,34.0,43.0,82.0,72.0,69.0,74.0,75.0,77.0,65.0,82.0,81.0,97.0,57.0,48.0
115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,620.0,41.0,31.0,35.0,29.0,27.0,7.0,6.0,5.0,9.0,13.0,19.0,14.0,12.0,28.0,29.0,32.0,38.0,34.0,27.0,32.0,36.0,40.0,37.0,39.0
117,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,53.0,4.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,5.0,2.0,1.0,3.0,3.0,5.0,1.0,6.0,3.0,2.0,4.0
120,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
121,18.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0
122,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
123,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
124,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
125,491.0,29.0,28.0,23.0,9.0,9.0,3.0,2.0,4.0,7.0,8.0,19.0,28.0,25.0,17.0,24.0,28.0,34.0,27.0,28.0,33.0,29.0,29.0,25.0,23.0
126,35.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,7.0,4.0,1.0,2.0,1.0
127,102.0,3.0,7.0,9.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,7.0,5.0,12.0,9.0,5.0,8.0,9.0,10.0
128,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
129,385.0,29.0,29.0,36.0,20.0,27.0,6.0,2.0,5.0,7.0,7.0,10.0,9.0,13.0,13.0,11.0,10.0,12.0,14.0,22.0,13.0,20.0,23.0,20.0,27.0
130,30.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0
131,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
132,69.0,2.0,1.0,1.0,0.0,2.0,1.0,7.0,4.0,5.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,8.0,6.0,2.0,6.0,1.0,5.0,1.0
133,25.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0
